,deptCode,courseNum,description
2099,HDFS,401,"Presents and uses theories of socialization to evaluate and analyze current issues and socialization practices; delineates historical and philosophical trends in socialization, and discusses the implications of these trends for generating social policy affecting the developing individual. "
2100,HDFS,404,Same as CHLH 404. See CHLH 404.
2101,HDFS,405,"Examines paths of experience and individual development within the family, the peer group, and other domains through this socially-defined stage of life. "
2102,HDFS,424,Same as AFRO 421and EPS 421. See EPS 421.
2103,HDFS,425,"Applies family theories (e.g. family systems, family stress, multigenerational developmental perspectives) to understand how families change and adapt to stress across time and diverse contexts. Attention is given to assessing intergenerational family dynamics and working with individuals and families to reduce negative patterns. "
2104,HDFS,450,"Supervised on- or off-campus learning experience related to human development or family studies, supervised in cooperation with an appropriate agency or institution. Not available to students on probation. "
2105,HDFS,494,Participation in faculty-supervised research as a member of a transdisiplinary team investigating questions related to the health and well-being of children and families. Students propose their own research questions and present findings developed from data gathered by the team. 
2106,HDFS,499,"Special topics in human development, family studies, or community development. "
2107,HDFS,500,Overview of issues in professional development in the field of human development and family studies; focuses on both academic and applied career paths. 
2108,HDFS,501,"Overview of basic theories and theoretical perspectives on human development; focuses on major concepts, issues, and questions in the field."
2109,HDFS,526,"Extent, nature, causes, and consequences of intimate partner violence in the United States. Examines the complexities of intimate partner violence, including individual, societal, and historical factors that contribute to violence, the implications of making distinctions in types of violence and perpetrators, and the relationship between institutional responses and individual decision-making. Also examines theoretical methodological and ethical issues related to violence research."
2110,HDFS,533,"Classic U. S. community studies are paired with current journal articles to examine how people in rural, suburban, and urban places go about making, maintaining or losing ""community"" in the context of societal change. The community studies provide a window on change at the local level including: urbanization, suburbanization, ethnic group interactions, inner-city poverty concentration, household structure variation, economic restructuring, and environmental impacts. Community studies are also critically evaluated both theoretically and as a research strategy. "
2111,HDFS,541,Same as LLS 554 and SOCW 554. See SOCW 554.
2112,HDFS,550,"Practicum providing graduate students with supervised experience in the design, implementation, and/or evaluation of outreach programs, policy development, or consultation models designed to meet the needs of children, families and/or communities. "
2113,HDFS,590,"Overview of positivist, interpretive, and critical research paradigms and their quantitative and qualitative methodologies; critical evaluation of current social science literature; students develop their own research proposals. "
2114,HDFS,595,Discussion and evaluation of current literature on selected topics in human and community development. 
2115,HDFS,596,Library or experimental research on specific problems of limited scope. May be taken in addition to 32 hours required for a master's degree by students who do not write a thesis. For non-thesis students only. 
2116,HDFS,597,"Introduction to the conceptual bases and uses of advanced statistical techniques in human development and family research, including factor analysis, cluster analysis, multilevel modeling, and logistic regression. Special attention given to the longitudinal and dyadic analyses and to techniques for handling missing data. Students use common statistical packages and their own data set to produce a journal-style manuscript. "
2117,HDFS,598,Research or independent study on a special problem that is not part of thesis work. 
2118,HDFS,599,Individual thesis research under supervision of faculty in specialized fields of human and community development. 
2119,HEBR,201,"Acquaints students with the fundamental principles of the Hebrew language. Develops all four language skills; reading, writing, listening and speaking. Grammar and comprehension are exercised through the textbook, the audio-visual materials and the computer. Easy stories will be used during the term to strengthen reading comprehension. Participation in the language laboratory is required."
2120,HEBR,403,"Advanced examination of the fundamental principles of the Hebrew language. Develops all four language skills: reading, writing, listening and speaking. Grammar and comprehension are exercised through the textbooks, the audio-visual materials and the computer. Examples of Hebrew fiction, largely easy stories, will be used during the term to strengthen reading comprehension. Participation in the language laboratory is required. "
2121,HIST,100,"Broad introduction to global history, by exploring the global structures and transnational forces that have shaped human history, from the emergence of agriculture and urban centers to our contemporary global village."
2122,HIST,103,"This introductory survey in ""Big History"" explores different scales of time as it places human history in larger geological, ecological, and cosmic contexts. Topics include the big bang, planet formation, the origin and development of life, mass extinctions, the emergence of Homo sapiens, the development of agriculture and cities, wars, plagues, and natural disasters, the advent of religion and science, political revolutions, industrialization and globalization, and human impact on the environment."
2123,HIST,120,"Surveys the three major East Asian civilizations from ancient and classical times, through the period of Western influence, political revolution, and modernization, to the contemporary age and the emergence of East Asian superpowers. "
2124,HIST,140,Course is identical to 
2125,HIST,141,"Fundamental developments in the history of Western societies from antiquity to early modern Europe; includes the Greek and Roman worlds, the influence of Christianity and Islam, the emergence of medieval monarchies, the rise of cities, the commercial and intellectual revolutions of the Middle Ages, the birth of the university, the conquest and colonization of the Atlantic world, the Renaissance and Reformation, the political and religious upheavals of the sixteenth and seventeenth centuries. "
2126,HIST,142,"Fundamental developments - social, economic, cultural, intellectual, and political - in the history of mankind and Western society since 1660; includes the rise of modern science, the French and Industrial revolutions, the Romantic movement, the growth of nationalism and socialism, imperialism, urbanization, the Russian Revolution, Nazi Germany, the world wars, and the West and the developing world. "
2127,HIST,170,Course is identical to 
2128,HIST,171,"U.S. history survey beginning with the diverse peoples who have populated North America since before the age of contact with Europeans and extending forward through the advent of European colonialism, the movement for independence, the foundation of the republic, the Civil War, and Reconstruction, ending in 1877. The course provides an introduction to historical interpretation, with particular attention to racialized and other forms of social, political, and economic inequality and struggles for freedom and democracy. "
2129,HIST,172,"Survey of U.S. history from the end of the Civil War to the present, focusing on struggles to achieve a multiracial democracy, the evolution of an industrial, urbanized, and pluralistic society, the intersections between domestic and global affairs, and the practice of historical interpretation. Epoch-making events and elites are considered in light of their relation to the activities and lives of ordinary people, including people of color, immigrants, women, and the working and middle classes. "
2130,HIST,174,Same as AFRO 101. See AFRO 101.
2131,HIST,199,May be repeated.
2132,HIST,200,"Through the careful examination of a specific topic or theme, this course provides a thorough introduction to historical interpretation. Particular attention will be devoted to research strategies, writing practices, handling primary and secondary sources, and the analysis of historiography. "
2133,HIST,203,"An introduction to history through participation in role-playing games set in the past. Topics will vary each time the course is taught. Students will take on the roles of historical figures (famous or obscure) engaged in difficult and complicated situations, and will be obliged to adhere to the beliefs and circumstances of those figures while attempting to pursue a course of action that will help them win the game -- and possibly alter the course of history."
2134,HIST,240,The history of ancient Greece and neighboring civilizations from the Archaic Period to the conquests of Alexander.
2135,HIST,252,"Exploration of the Holocaust in historical perspective by examining European anti-Semitism, political developments in Germany, the rise to power of the Nazis, and the origins of the Holocaust with first-hand accounts, films, and historical texts, concluding with the legacy of the Holocaust in the contemporary world. "
2136,HIST,257,"Explores the history of terrorism, its goals and practices. We recognize that it is not specific to any one ideology, religion, or people. Terrorism is political violence, psychological warfare meant to manipulate a large target audience. "
2137,HIST,258,"Economic, social, political, and cultural developments in twentieth-century world history from late nineteenth-century to Second World War era."
2138,HIST,259,"Economic, social, political, and cultural developments in twentieth-century world history from Second World War era to the present."
2139,HIST,268,"The ideas of Charles Darwin initiated one of the most profound and provocative transformation in human thought, science, and culture. This course examines the intellectual origins, scientific content, and social, cultural, and religious impacts of Darwinian evolutionary theory in the 19th and 20th centuries, provides students with a historical case study in the development and diffusion of radical scientific ideas, and explores the origins of the most successful and comprehensive theory in the modern life sciences."
2140,HIST,269,"Explores how life was lived by Jewish women and men through the past three centuries. Will also focus on wider place of the Jews in European society, and the achievements and tragedies of the modern Jewish-non-Jewish relationship. "
2141,HIST,276,History of Afro-Americans in the age of white supremacy; the rise of modern protest organizations; the era of integration; and the black power movement. 
2142,HIST,277,"An examination of pivotal events in the history of Native peoples in North America. Students will explore the complexity of encounters between American Indians and others through a focus on key moments. These will include religious encounters, military confrontations, and legal struggles as well as social and artistic interactions. "
2143,HIST,280,"Study of the economic, political, and social forces which shaped migration, settlement, and community formation of Puerto Ricans, Cubans, and Dominicans living in the United States. "
2144,HIST,281,"Interdisciplinary examination of the historical, cultural, and social dimensions of race and ethnicity in the United States. Explores the complex and intricate pursuit of multiracial and multicultural democracy. "
2145,HIST,283,"Exploration of the migrations of peoples from the Asian continent into the United States, their attempts to build family and community, and their subsequent impact on American history. "
2146,HIST,286,"This course examines the historical construction of gender in the United States since 1877 with particular attention to women’s history. It considers how ideas about proper roles for men and women intersected with social categories such as class, race, (dis)ability, and ethnicity to shape lives, bodies, opportunities, politics, and power. Topics include work, family roles, leisure, political participation, health, sexuality, religion, popular culture, and struggles for influence, equality, self-expression, and rights. "
2147,HIST,290,Same as REL 236. See REL 236.
2148,HIST,310,Explores the historical relations between multinational corporations and host countries focusing on political and economic issues.
2149,HIST,311,"Examines the role of both diplomatic and military intelligence in the political history of major global events and developments from the nineteenth century to the present day. Studies the histories of several major intelligence organizations, as well as the roles played by smaller and non-institutional actors in the global production of intelligence. Focuses on the interplay between intelligence, state policy, and information environments to understand not only the role intelligence played in major events, but also how intelligence practices shaped and reflected political cultures across the world."
2150,HIST,338,"Examines the twentieth-century history of Egypt, emphasizing the internal social, political, economic, and ideological developments, with attention to Egypt's role in regional and international politics. Readings include novels and short stories to introduce students to modern Egyptian culture. "
2151,HIST,347,"New sources of secular power and spiritual authority define the age of the Protestant and Catholic Reformations. In this advanced European history course students expand their knowledge of the people, events, and ideas of the fifteenth and sixteenth centuries while deepening their understanding of a wide range of primary sources created by theologians and peasants, nuns and monarchs, and artists and rebels. Key works by Luther, Calvin, and Loyola are placed in their intellectual and social contexts. "
2152,HIST,353,"Survey of European society from 1918 to 1939, with emphasis on the impact of World War I, the Russian Revolution, fascism, and the intellectual trends of the twenties and thirties."
2153,HIST,354,"Cultural history of Europe in an age of global warfare and political, social, and economic upheaval."
2154,HIST,358,"Students work with instructor and community collaborators to host a ""History Harvest,"" an event during which community members share personal stories about and artifacts related to a particular event, historical development, and/or place. The class will catalog the images and recordings gathered and use them to present digital exhibits. Readings include relevant historical works for context and methodological works on public and digital history skills needed for the project. Students will develop hands-on experience with these skills. "
2155,HIST,365,Explores the relationship between history and fiction by focusing on specific cultural locations.
2156,HIST,387,Same as GWS 387. See GWS 387.
2157,HIST,389,Same as AFRO 378. See AFRO 378.
2158,HIST,398,"With a faculty sponsor, a qualified students will develop a program of study or research related to an internship or other relevant employment opportunity. Consult departmental undergraduate advisor or Director of Undergraduate Studies. "
2159,HIST,399,Readings in selected fields in consultation with the instructor resulting in a 20-30 page paper. 
2160,HIST,410,"Almost all African countries fell under European colonial rule by the beginning of the 20th century, but formal colonialism did not last the century. Surveys the crucial ideological, political, social, and military strategies enlisted by African people and movements to shed colonial rule. Also examines the paradox of the coupling of ""flag independence"" with continuing economic dependence on Europe. "
2161,HIST,422,"Disintegration of traditional social and economic systems during the nineteenth and twentieth centuries, and the political effects of that disintegration; examines changes in the agricultural economy, changing rural elites, urbanization, and emergence of new social classes. It is recommended that students take "
2162,HIST,439,"Economy, society, law, and government; the Ottomans and Mediterranean society; Ottoman culture and Islamic tradition; minorities; trade, diplomacy, and capitulations; ""decline"" and dismemberment; and traditional and westernizing attempts at revival. "
2163,HIST,456,"Political upheavals of twentieth-century Germany; topics include the First World War's impact on German society, the war's revolutionary aftermath, the political struggles and cultural achievements of the Weimar Republic, the rise of Hitler, the Third Reich, the Holocaust, the Second World War, and the divided postwar Germanies; novels and films complement readings. "
2164,HIST,478,Same as AFRO 474. See AFRO 474.
2165,HIST,481,"What ideas does ""American Culture"" include? How does it incorporate diverse religious traditions as well as new scientific perspectives? How are ethnicity, gender and race important? Topics of current ""cultural wars"", these and other questions about cultural conflict in the US have been hotly debated for over a century. This course explores such culture wars in the 20th century US and helps students evaluate contested cultural concepts they have produced, including pragmatism, pluralism, religious diversity, scientific objectivity, economic equality, as well as ""popular,"" ""high"" and ""democratic"" culture. "
2166,HIST,490,"Independent reading, research, and writing under the supervision of an individual instructor. Seniors in the History Honors Program taking this course in place of the Honors Senior Thesis must complete a substantive research paper (25-30 pages). "
2167,HIST,491,Advanced projects in Digital History undertaken with a faculty supervisor. 
2168,HIST,493,"Two-term independent research and writing project under the supervision of a faculty advisor. Students enrolled in this course must submit a completed Honors Senior Thesis at the end of the second term, for evaluation by the faculty advisor and a second reader. "
2169,HIST,498,"Capstone course required of all majors. Students will make history by researching and writing a work of original scholarship. Several of these seminars are offered each term and each focuses on a special topic, thus allowing students with similar interests to work through the process of gathering, interpreting, and organizing historical evidence under the direction of an expert in the field. The topics on offer each semester will be listed in the Class Schedule and described in the department's course guide at http://www.history.illinois.edu. "
2170,HIST,499,"A required seminar for all seniors writing Honor Theses in history, this course will meet throughout the year and will supplement individual students' meetings with their primary advisors. Provides an intellectually supportive environment in which students work together on common methodological problems, share the results of their research, and critique developing projects. "
2171,HIST,502,"Intensive comparative examinations of particular issues in the histories of multiple countries, cultures or periods; emphasizes methodology, the discipline of comparative history, and the nature of historiography in a cross-cultural and interdisciplinary context. "
2172,HIST,560,Topics will be listed in the department's course guide at http://www.history.illinois.edu. 
2173,HIST,593,"Required course for entering history graduate students offering in initial foray into historiography, methods, and conceptual approaches for students in all fields. Provides experience dealing with three challenges that face all practitioners of the discipline: identifying the historical problem to be tackled, deciding what methodologies are best suited to that problem, and locating and then making use of the primary sources necessary for analyzing the subject at hand. Assigned materials, class discussions, and assignments will prepare students for the second semester required research seminar. Restricted to first-year graduate students in history."
2174,HIST,596,Directed research in special fields; may be taken in lieu of seminars in fields in which seminars are seldom offered. Topics will be listed in the department's course guide at http://www.history.illinois.edu. 
2175,HIST,597,"Directed readings in special fields. Primarily, but not exclusively, for students with a master's degree or equivalent, who are preparing for the preliminary examination in history and who need instruction in areas not provided by current course offerings. "
2176,HIST,598,Approved for S/U grading only. May be repeated.  Prerequisite: Candidate for Ph.D. degree in history.
2177,HIST,599,Individual direction in research and guidance in writing theses for advanced degrees. 
2178,HNDI,115,Same as LING 115 and REL 115. See REL 115.
2179,HNDI,201,"Introduction to the Hindi/Urdu language; includes conversation with a native Hindi/Urdu-speaking tutor under the direction of a linguist instructor, and a minimum of formal grammar and Devanagari writing; introduction to Arabic-Persian script by arrangement. Participation in the language laboratory is required."
2180,HNDI,403,"First term of second year of the Hindi language, including drill for more advanced conversational fluency; introduction to a greater variety of styles and levels of discourse and usage; and increasing study of the written language and more formal grammar. "
2181,HNDI,405,Course for advanced knowledge of spoken and written Hindi. Participation in the language laboratory is required. 
2182,HORT,100,"Basic principles of plant growth and development as they apply to the production, marketing, and utilization of fruits, vegetables, and ornamental plants. "
2183,HORT,105,"The science and art of growing vegetables and the connection between gardening and food. Topics include nutrient and pest management, history, folklore, growing requirements, and quality characteristics of vegetables. Lecture and laboratory. "
2184,HORT,106,"Create inviting and sustainable indoor and outdoor living spaces with plants, whether your landscape is several acres or a few containers on an urban balcony. This blended-format class meets 1 hour per week for lecture and discussion with additional instruction presented through independent learning activities including virtual field trips, on-line lectures, and instructional videos. Learn the fundamentals of environmentally sound resource use when designing with and maintaining flowering, fruit and vegetable plants, lawns, trees and shrubs around your home. Become a savvy horticultural consumer and develop a healthy lifestyle that supports positive physical and mental well-being by including greenspace activities in your daily life. "
2185,HORT,180,"The use of cultivated and wild plants in medicines and health products according to Eastern and Western medical traditions. Consideration of herbal medicine use from ancient times to the present, important medicinal chemicals produced by plants, and the evaluation of plant chemical products as potential human medicines. "
2186,HORT,226,Same as CPSC 226. See CPSC 226.
2187,HORT,240,"Examines theories and methods employed in propagation of plants, emphasizing anatomical, physiological, and ecological principles involved in sexual propagation (seeds) and asexual propagation (division, cuttings, budding, grafting, tissue culture, etc.) "
2188,HORT,294,"Supervised, on-campus learning experience with faculty engaged in research. "
2189,HORT,344,"As the demand for food increases, plants in ornamental landscapes will need to provide not only beauty but also species biodiversity critical for supporting sustainable food production. Course emphasizes species identification (predominantly herbaceous perennials), management, and planting design principles. Designing for multiple contexts, such as residential and community gardens, and large scale production sites, to provide multiple ecosystem services, especially supporting human aesthetic preferences, and habitat for pollinators. "
2190,HORT,360,"Instruction on the commercial production of vegetable crops. The first part of the class focuses on broad issues important to all crops including methods of vegetable production, basic soil and nutritional management, irrigation, and weed, insect, and disease management. Both organic and conventional production are discussed with a focus on sustainability. Basic farm and business management topics, including postharvest handling, food safety, crop and farm budgets, business structures, marketing, insurance, and regulations are also discussed. The second part of the class focuses on specific crops, emphasizing their origin, production, growth and development, insects, and diseases as well as harvesting and postharvest handling. "
2191,HORT,362,"Examines biological principles and cultural practices involved in the growth and production of apple, pear, peach, cherry, plum, apricot, almond, and miscellaneous citrus and nut crops. "
2192,HORT,393,"Supervised, off-campus experience in a field directly pertaining to a subject matter in horticulture. "
2193,HORT,395,"Independent research, special problems, thesis, development and/or design work under the supervision of an appropriate member of the faculty. "
2194,HORT,396,"Individual research, special problems, thesis, development and/or design work under the direction of the Honors advisor. "
2195,HORT,435,"Explore opportunities and challenges for maximizing the productivity and sustainability of urban food production systems, considering agricultural, environmental, energy, social, and economic issues. Students will examine the science and practice of urban agriculture through scientific and popular literature, case studies, online discussion, and service-learning opportunities. Production systems covered will include both outdoor (e.g., vacant lot urban farms) and controlled environment (e.g., hydroponics and aquaponics) agriculture. "
2196,HRD,400,"Study of the basic concepts and practices of education for and about work: its philosophical foundations and historical development, mission and goals, structure and function, curricular areas of emphasis, learner audiences served and settings in which programs are conducted, and issues and trends affecting program change. "
2197,HRD,411,"Provides instruction and practice in the selection, organization, and preparation of content for instructional programs in business and technical settings. Provides students with a theoretical orientation to instructional design as well as the opportunity to experience the instructional design process as it applies to business and technical settings through the development of instructional materials. "
2198,HRD,470,"This course surveys and examines models and theories for designing e-learning systems across disciplines and organizations. Particular emphasis is given to topics on designing instructor-led and/or autonomous learning systems for individual learners and for organizations in contemporary technology-enabled environments. In addition, this course covers introductory methodologies for evaluating the efficacy of various e-learning system. The guiding philosophy of the course is that intended learning outcomes by any e-learning system should be achieved through systematic and pedagogically grounded design and evaluation processes while considering various individuals' and organizations' needs. "
2199,HRD,472,"The course addresses two important needs of educators. First, educators should be aware of recent developments in the area of instructional technology. Second, educators must be able to select, develop, and effectively use appropriate instructional technologies to enhance learning and communication. To meet these needs, this course covers a wide range of instructional technologies that are used for instructional and administrative purposes. Traditional instructional media are considered in the course although significant emphasis is placed on more recent developments that involve the use of the computer and its applications in education. Instructional technologies such as computer-based instruction, computer-based testing, distance learning, interactive video, and intelligent instructional technologies are covered. Through course readings, discussions, and projects, students in the course are expected to gain skills in choosing appropriate instructional technologies, designing effective presentations that rely on those technologies, and properly using instructional technologies to enhance communication with an audience. "
2200,HRD,490,Special course for experimentation or for seminar on topics not treated by regularly scheduled courses. Topics vary; consult Class Schedule for specific section offerings. 
2201,HRD,532,"Study of the theories, research, and applications of strategic human resource development in a variety of organizational settings."
2202,HRD,533,"Study of management fundamentals related to planning, organizing, staffing, leading, and controlling the HRD function in organizations."
2203,HRD,536,Course is designed to provide insights into international HRD at macro and micro levels. Course will cover: cross-cultural issues in international HRD; design and delivery of international HRD programs; HRD practices and programs in different regions of the world; national HRD programs; expatriate training and training in multinational corporations.
2204,HRD,572,"An examination of emerging environments of e-learning, some setting out to emulate the heritage social relationships and discourses of the classroom, others attempting to create new forms of learning. Aims to push the imaginative boundaries of what might be possible in e-learning environments. Explores the ways in which assessments can be constructed and implemented which are integral to the learning process, with the assistance of today's new media, 'big data' and other information technologies. "
2205,HRD,590,Seminar open to persons who have been admitted for doctoral study in human resource education. 
2206,HT,594,Lecture course in topics of current interest in Health Technology; specific subject/topic will be announced in the Class Schedule. 
2207,HUM,110,"A foundation course in the humanities for adult learners in the Odyssey program. Team-taught by faculty in Philosophy and Art History, it focuses on close, attentive, and critical readings of key texts and images drawn from the history of the Western tradition, presented in chronological order. The course engages beginning students in the distinctive disciplinary forms of philosophical and art historical inquiry, and provides academic skill building, critical thinking, and writing. "
2208,HUM,191,Study of selected topics on an individually arranged basis. Open only to honors majors or to Cohn Scholars. 
2209,HUM,199,May be repeated.
2210,HUM,390,Supervised reading and research on interdisciplinary humanities topics chosen by the student in consultation with a faculty member. 
2211,HUM,395,"Interdisciplinary topics in the humanities; topics vary, but are normally related to one of the options in the humanities major. "
2212,HUM,397,Interdisciplinary seminar and tutorial in selected topics related to one of the options in the humanities major. 
2213,HUM,492,Individual research for majors in humanities leading to the completion of a thesis. 
2214,HUM,495,"Offers interdisciplinary topics in the humanities; topics vary, but normally relate to the interdisciplinary areas of study within the humanities major or to the special humanities facilities (e.g., the Language Learning Laboratory). "
2215,HUM,498,Interdisciplinary seminar and tutorial in selected topics related to one of the options in the humanities major. 
2216,IB,100,"Introduction to biology for the non-major. In-depth focus on three contemporary problems-maintaining a livable environment, issues of human health, and evolution."
2217,IB,104,"Introductory zoological concepts with emphasis on the diversity and comparative anatomy of animals and the fundamentals of physiology, genetics, evolution, and behavior. Lecture and laboratory. The laboratory includes vertebrate dissection."
2218,IB,105,"Introduction to ecological principles in relation to understanding environmental problems; course emphasizes impacts upon ecosystems by human activities such as air and water pollution, usage of pesticides and pest control measures, expansion of agriculture in tropics and arid regions, harvesting the oceans, and development of energy sources."
2219,IB,108,"The origin, diversity, and extinction of dinosaurs will serve as a conceptual framework to explore fundamental principles of biology. We will consider dinosaurs as animals, examining evidence for their physiology and behavior, and how evolution and speciation produced the diversity of dinosaurs. We will relate the influence of Earth's changing environments on dinosaurs to environmental change on human timescales. We will emphasize how scientists collect and evaluate fossil data through an understanding of living organisms."
2220,IB,150,"Introduction to physiology, genetics, and evolution of organisms, and their ecology and diversity."
2221,IB,151,Topics follow lecture topics in 
2222,IB,199,Approved for both letter and S/U grading.  May be repeated to a maximum of 5 hours.
2223,IB,203,"The links between evolution and ecology, population dynamics, community structure and function, and ecosystem function on local and global scales. Basic ecology needed to understand environmental problems and to conserve biodiversity. Investigations in both field and laboratory included. "
2224,IB,204,"The fundamentals of inheritance, with an emphasis on eukaryotes. Major topics include transmission genetics, quantitative genetics, cytogenetics, genomics, genetics of development and behavior, and population genetics. Laboratory emphasizes an experimental, inquiry-based approach to modern and classical genetics. Lecture only, 3 hours; with laboratory, 4 hours. "
2225,IB,220,Same as CPSC 270 and NRES 270. See CPSC 270.
2226,IB,270,"The major evolutionary transitions of biomolecules and cells including: energy acquisition and metabolism; information inheritance, system regulation, and genomes; the origin of life and of the prokaryotic cell, eukaryotic cell, and multicellularity. Lecture and laboratory. "
2227,IB,290,"An introduction to the practice of scientific research through hands-on experience and direct faculty interaction. Through weekly discussions, students are exposed to a variety of research topics, methods and careers in Integrative Biology and practice the steps involved in devising, planning, executing and presenting a scientific research project. Students are also assigned to a faculty advisor and work three hours a week on a laboratory and/or field research project."
2228,IB,292,"Explores what jobs and industries are available to Integrative Biology graduates, and what it takes to be successful on the job market. Experts will serve as resources, including biology alumni that have been in your shoes and are now professionals in a range of fields. The final project will be a real-life application of the course material, with every component meant to further your career goals. "
2229,IB,299,Approved for letter and S/U grading. May be repeated in the same term; may be repeated in separate terms to a maximum of 6 hours.
2230,IB,303,"An overview of the body structure of vertebrate animals, with a special focus on mammals including humans. Body structure will be investigated from evolutionary, developmental, and human health perspectives through lectures, in-class activities, and required laboratory dissections. Through this course, students will develop a better understanding of anatomy vocabulary, the anatomical design of vertebrates, vertebrate development, and how vertebrate anatomy and development are related to each other, to organismal function, and to human health. "
2231,IB,348,Same as NRES 348. See NRES 348.
2232,IB,360,"Our health is inseparably tied to our evolutionary history. As a result, evolution is an important underpinning discipline for health professionals. This course first provides an overview of evolutionary processes, molecular evolution, human evolution, life history theory, and evolutionary-developmental biology. Second, it illustrates the application of these principles to our understanding of nutrition and metabolism, reproduction, disease and stress, and behavior. Third, it shows in practical terms how the principles of evolutionary medicine can be applied in medical practice and public health. "
2233,IB,362,"Study of the major marine environments on earth, the huge diversity of organisms that live in them, and the ecological and functional reasons why these organisms live where they do. Also examines the impacts of human and their activities upon the sustainability of marine resources. Designed for students with some background in biology and evolution and interest in marine biodiversity, ecology, and conservation."
2234,IB,372,"Integrated study of ecology, population genetics, and evolution. Conceptual themes and techniques from the molecular, cellular, and organismal levels of biology will be integrated as well. Lecture, laboratory, and field work. "
2235,IB,390,Laboratory and/or field research and/or reading supervised by faculty members in the School of Integrative Biology. 
2236,IB,401,"Integrated studies of the principal morphological, physiological, ecological and behavioral relationships among insects. Lecture and laboratory. "
2237,IB,411,"Focuses on how experts in biology and technological fields find inspiration in nature and use it as a model to make technological innovations and solve societal problems. In the future, our day-to-day living, health, and the environment will benefit from interdisciplinary teams using findings in basic biological research for technological innovation. Topics to be explored include human health, efficient architecture, cooperative control, robotics, swarm logic, and advanced biological materials. "
2238,IB,421,"Comprehensive description of photosynthesis. Topics include: the photosynthetic membranes, light absorption, electron and proton transfer, photophosphorylation, water oxidation, RUBP carboxylase/oxygenase, photorespiration, whole plant photosynthesis, gas exchange and atmospheric interactions, and impacts of global environmental change. "
2239,IB,430,"Inquiry-driven laboratory course in animal behavior. Students work in groups to generate hypotheses, design experiments, collect and analyze data, and write up their results. Experiments will be carried out in both the field and lab. Discussions emphasize the scientific process, including hypothesis testing, and experimental design and statistics. "
2240,IB,436,"Same as NEUR 433, PHIL 433 and PSYC 433. See PSYC 433."
2241,IB,450,Same as CEE 432. See CEE 432.
2242,IB,452,Distribution and structure of ecosystems on earth; integration of multiple disciplines to gain a holistic view of ecosystem function; ecosystem concepts as they apply to understand natural and anthropogenic environmental change. Offered in alternate years. 
2243,IB,462,"Classification, distribution, structure, function, life history, evolution and identification of mammals. Lecture/discussions, laboratory and field work. The laboratory includes vertebrate dissection. "
2244,IB,468,"Analytical survey of the classification and evolution of the orders and principal families of insects, with practical experience in the identification of insects at these taxonomic levels; field trips required. Lecture and laboratory. "
2245,IB,477,Same as CPSC 466. See CPSC 466.
2246,IB,478,Same as CPSC 452. See CPSC 452.
2247,IB,482,"The principles underlying the control of important insect pests of agriculture and of human and animal health; emphasis on integrated pest management involving a systems approach which combines biological, cultural, and chemical suppressive factors into ecologically sound and socially and economically acceptable technology. Lecture and laboratory.  "
2248,IB,490,Laboratory and/or field research supervised by faculty members in the School of Integrative Biology. A written report is required. 
2249,IB,491,"Same as ANSC 449, CPSC 448, and GEOG 468. See GEOG 468."
2250,IB,494,"Biologists are increasingly using mathematical and computer-based models to complement fieldwork and experimental data. These models provide a context in which to understand and answer existing questions, and also lead us to new questions and new insights. Students will encode biological mechanisms into mathematical models, develop the skills to find solutions to these models and relate them to biological data, and analyze and discuss relevant primary literature. Examples will be drawn largely from ecology and evolutionary biology. "
2251,IB,496,Experimental and temporary courses. 
2252,IB,513,Approved for letter and S/U grading. May be repeated.
2253,IB,526,"Discussions, reviews, and appraisals of special topics in the field of entomology. "
2254,IB,546,"Speaker seminar series featuring discussion, review and critical analysis of general concepts and specific problems in ecology and evolution. "
2255,IB,590,Individual topics in research conducted under the supervision of faculty members in the School of Integrative Biology. Designed for graduate students who would like to become more familiar with specialized fields of study prior to committing themselves to a specific area for their doctorate degree. 
2256,IE,199,May be repeated.
2257,IE,300,"Nature of probabilistic models for observed data; discrete and continuous distribution function models; inferences on universe parameters based on sample values; control charts, acceptance sampling, and measurement theory. "
2258,IE,310,"Linear Optimization - Simplex method, duality, and sensitivity analysis, Transportation and Assignment Problems, Network Optimization Models, Dynamic Programming, Nonlinear optimization, and Discrete optimization. "
2259,IE,360,"Facility planning, plant layout design, and materials handling analysis; determination of facilities requirements, site selection, materials flow, use of analytical and computerized techniques including simulation, and applications to areas such as manufacturing, warehousing, and office planning. "
2260,IE,397,Individual investigations or studies of any phase of Industrial Engineering. 
2261,IE,400,"Concepts and methods of design of experiments for quality design, improvement and control. Simple comparative experiments, including concepts of randomization and blocking, and analysis of variance techniques; factorial and fractional factorial designs; Taguchi's concepts and methods; second-order designs; response surface methodology. Engineering applications and case studies. "
2262,IE,405,"This course will introduce students to algorithm design, computer programming in C++, and database SQL queries. It will provide the fundamental methods, concepts and principles of these topics to give students enough breadth to use these techniques in their jobs and to prepare them to pursue advanced topics in these areas. There will be weekly programming assignments to implement algorithms and SQL covered in the class. "
2263,IE,410,"Modeling and analysis of stochastic processes. Transient and steady-state behavior of continuous-time Markov chains; renewal processes; models of queuing systems (birth-and-death models, embedded-Markov-chain models, queuing networks); reliability models; inventory models. Familiarity with discrete-time Markov chains, Poisson processes, and birth-and-death processes is assumed. "
